03051018900|3051018900|2|SCHLUMBERGER||01201088||inferred leading zero||Y|
03064025701|3064025701|1|SCHLUMBERGER||14BU008465||Matched on Serial Number (14BU008465)||Y|
03064029401|3064029401|1|SCHLUMBERGER||08044229||inferred meter||Y|
03079002700|3079002700|1|ACTARIS||16MA069462||Matched on Serial Number (16MA069462)||Y|
03079004400|3079004400|1|SOCAMOUSSON||06563703||inferred leading zero||Y|
03079005102|3079005102||ACTARIS||12BU034918||associate with DPID||N|
03079005102|3079005102||KENTMETERS||80104845||associate with DPID|no wsm billed on this disharge|N|
03079005102|3079005102||KENTMETERS||96509194||associate with DPID|no wsm billed nt this disharge|N|
03079005102|3079005102||SCHLUMBERGER||02162680||associate with DPID|no wsm billed on this disharge|N|
03079005102|3079005102||SOCAMOUSSON||04971012||associate with DPID|no wsm billed on this disharge|N|
03079005103|3079005103|1|SCHLUMBERGER||02162680||inferred leading zero||Y|
03079005103|3079005103|2|ACTARIS||12BU034918||Matched on Serial Number (12BU034918)||Y|
03079005103|3079005103|3|SOCAMOUSSON||04971012||inferred leading zero||Y|
03079005103|3079005103|4|KENTMETERS||80104845||Match on Serial Number (80104845)||Y|
03079005103|3079005103|5|KENTMETERS||96509194||Match on Serial Number (96509194)||Y|
03079008601|3079008601|1|ACTARIS||12KC022693||Matched on Serial Number (12KC022693)||Y|
03079008901|3079008901|1|ACTARIS||12JB022434||Matched on Serial Number (12JB022434)||Y|
03079026401|3079026401|1|SCHLUMBERGER||13BU124069||Matched on Serial Number (13BU124069)||Y|
05004004201|5004004201|1|SCHLUMBERGER||06157894||inferred leading zero||Y|
05090028201|5090028201||SCHLUMBERGER||14XF104722.||associate with DPID||N|
05090029001|5090029001|2|KENTMETERS||80051978||Match on Serial Number (80051978)||Y|
05090029001|5090029001|3|KENTMETERS||80051965||Match on Serial Number (80051965)||Y|
05090030301|5090030301|1|ACTARIS||14KD030310||Matched on Serial Number (14KD030310)||Y|
05090031901|5090031901|2|ACTARIS||12MA218632||Matched on Serial Number (12MA218632)||Y|
05090031901|5090031901|3|SMARTMETER||2007163548||Match on Serial Number (2007163548)||Y|
05115020101|5115020101|1|UNKNOWN||02029194B||Matched on Serial Number (02029194B)||Y|
05115020301|5115020301||KENTMETERS||93611412||associate with dpid|no water supply meter in calc|N|
05115020301|5115020301||SCHLUMBERGER||02201820||associate with dpid|no water supply meter in calc|N|
05115020601|5115020601|5|SCHLUMBERGER||13XK063825||Matched on Serial Number (13XK063825)||Y|
05115020601|5115020601|6|SOCAMOUSSON||05071960||inferred leading zero||Y|
05115020801|5115020801|3|SENSUS||02622484||inferred leading zero||Y|
05115022001|5115022001|1|SMARTMETER||05330039||inferred leading zero|target acc still being charged full ouw|Y|
05191007100|5191007100|1|UNKNOWN||MC001631A||Match on Serial Number (MC001631A)||Y|
05191009600|5191009600|1|KENTMETERS||97001533||Matched on Serial Number (97001533)||Y|
05191058901|5191058901|1|KENTMETERS||89821867||Match on Serial Number (89821867)||Y|
05191062201|5191062201|1|SOCAMOUSSON||01972408||inferred leading zero||Y|
05192066201|5192066201||KENTMETERS||06098118A||inferred leading zero||Y|
05193025000|5193025000|1|SCHLUMBERGER||11223929||Match on Serial Number (11223929)||Y|
05193029700|5193029700|1|SCHLUMBERGER||13XH061151X||Match on Serial Number (13XH061151X)||Y|
05193066501|5193066501|1|ACTARIS||11061533||Matched on Serial Number (11061533)||Y|
05193067801|5193067801|1|SOCAMOUSSON||01939577||Match on Serial Number (01939577)||Y|
05194038000|5194038000|1|SOCAMOUSSON||02055564||inferred leading zero||Y|
05194038000|5194038000|2|SOCAMOUSSON||01571620||inferred leading zero||Y|
05194044300|5194044300|1|UNKNOWN||10163397||inferred meter|Same meter on both props|Y|
05194044300|5194044300|2|ACTARIS||10163397||Matched on Serial Number (10163397)|2nd msn on te 1021788|Y|
05194066401|5194066401|2|KENTMETERS||96000114||inferred meter||Y|
05291053400|5291053400|1|SCHLUMBERGER||16XF058209||Matched on Serial Number (16XF058209)|msn 00226259 exch 14.07.16|Y|
05291053400|5291053400|2|SOCAMOUSSON||01939727||inferred leading zero||Y|
05292054600|5292054600|1|KENTMETERS||99A818835||Matched on Serial Number (99A818835)||N|
05292054600|5292054600|3|ACTARIS||14MA095293||Matched on Serial Number (14MA095293)||Y|
05292065500|5292065500|3|SCHLUMBERGER||14XF104712||Matched on Serial Number (14XF104712)||Y|
05292070701|5292070701|3|KENTMETERS||98106880||Match on Serial Number (98106880)||Y|
05293027600|5293027600|6|SCHLUMBERGER||15XF035899||Matched on Serial Number (15XF035899)||Y|
05293027800|5293027800|1|KENTMETERS||96211050||Match on Serial Number (96211050)||Y|
05293069301|5293069301|2|SCHLUMBERGER||00502742||inferred leading zero||Y|
05293069301|5293069301|3|SMARTMETER||005338515||inferred leading zero||Y|
05294031200|5294031200|5|ACTARIS||14KD161238||Matched on Serial Number (14KD161238)||Y|
05294031200|5294031200|6|ACTARIS||15JE116441||Matched on Serial Number (15JE116441)||Y|
05294069801|5294069801|1|KENTMETERS||03010502||inferred leading zero||Y|
05294069802|5294069802|1|KENTMETERS||03010502||inferred leading zero||Y|
05294069803|5294069803|1|KENTMETERS||08QE00619||Match on Serial Number (08QE00619)||Y|
05920002500|5920002500||KENTMETERS||96002264||associate to the DPID|no water supply meter in calc|N|
05920002500|5920002500||ACTARIS||11223445||associate to the DPID|no water supply meter in calc|N|
06313720502|6313720502||NEPTUNE||00528182||Match on Serial Number (00528182)||Y|
06313721301|6313721301|2|KENTMETERS||88081642||Matched on Serial Number (88081642)||Y|
06321807908|6321807908|1|SCHLUMBERGER||11057048||Match on Serial Number (11057048)||Y|
06321810801|6321810801|2|UNKNOWN||05671582B||Match on Serial Number (05671582B)||Y|
06321810801|6321810801|3|SCHLUMBERGER||12MA114419||inferred from sn||Y|
06321826301|6321826301|1|SCHLUMBERGER||09198546||inferred leading zero||Y|
06321828301|6321828301||SCHLUMBERGER||07078055||associate with DPID|no water supply meter in calc|N|
06321828401|6321828401|1|SCHLUMBERGER||15BU093005||Matched on Serial Number (15BU093005)||Y|
06353000101|6353000101|2|ACTARIS||12JB022377||Matched on Serial Number (12JB022377)||Y|
06353000101|6353000101|3|ACTARIS||12JB017592||Matched on Serial Number (12JB017592)||Y|
06353000101|6353000101|4|ACTARIS||12JB017593||Matched on Serial Number (12JB017593)||Y|
06353000101|6353000101|5|ACTARIS||12JB017591||Matched on Serial Number (12JB017591)||Y|
06354107101|6354107101|1|KENTMETERS||95012891||Match on Serial Number (95012891)||Y|
06354107101|6354107101|2|KENTMETERS||96094604||Match on Serial Number (96094604)||Y|
06354107101|6354107101|4|KENTMETERS||09702438||inferred leading zero||Y|
06354107101|6354107101|5|SCHLUMBERGER||10018460A.||inferred from sn||Y|
06354416701|6354416701|2|ACTARIS||15JX007473||Matched on Serial Number (15JX007473)||Y|
06354416701|6354416701|3|SCHLUMBERGER||05810306||inferred leading zero||Y|
06354416801|6354416801|2|KENTMETERS||86086240||Match on Serial Number (86086240)||Y|
06354416801|6354416801|3|NEPTUNE||00577831||inferred leading zero||Y|
06354430401|6354430401|1|SCHLUMBERGER||09008100||Match on Serial Number (09008100)||Y|
06354504701|6354504701|4|SCHLUMBERGER||15XF038691||Matched on Serial Number (15XF038691)||Y|
06354505701|6354505701|2|ACTARIS||15JX016484||Matched on Serial Number (15JX016484)||Y|
06354506401|6354506401|1|SCHLUMBERGER||06812904||inferred leading zero||Y|
06548304101|6548304101|2|ACTARIS||13JB004844||Matched on Serial Number (13JB004844)||Y|
06548304101|6548304101|3|SCHLUMBERGER||11099170||Match on Serial Number (11099170)||Y|
06548309001|6548309001|3|KENTMETERS||85075540||Matched on Serial Number (85075540)||Y|
06548309001|6548309001|5|SCHLUMBERGER||15BU062196||Matched on Serial Number (15BU062196)||Y|
06548314301|6548314301|1|KENTMETERS||82178296||Match on Serial Number (82178296)||Y|
06555703901|6555703901|1|SOCAMOUSSON||04295818||inferred leading zero||Y|
06555703901|6555703901|2|KENTMETERS||6432055875||Match on Serial Number (6432055875)||Y|
06555720801|6555720801||KENTMETERS||04243204||associate to DPID||N|
06555720801|6555720801||KENTMETERS||04243204|16|Associate to DPID for DA (no Meter)|no water supply meter in calc|N|
06585608301|6585608301|2|ACTARIS||15JC128698.|16|Match on Serial Number (15JC128698.)||Y|
06585608301|6585608301|3|ACTARIS||16JC075969|16|infferred second meter||Y|
06585614601|6585614601|2|SCHLUMBERGER||08040696|16|Match on Serial Number (08040696)||Y|
06585614601|6585614601|3|SOCAMOUSSON||01939843|16|Match on Serial Number (01939843)||Y|
06585614601|6585614601|5|SOCAMOUSSON||04852122|16|Match on Serial Number (04852122)||Y|
06585614601|6585614601|8|ACTARIS||10014722|16|Match on Serial Number (10014722)||Y|
06585614602|6585614602||ACTARIS||10014722|16|Associate with DP |no wsm billed on this disharge|N|
06585614602|6585614602||SOCAMOUSSON||1939843|16|Associate with DP |no wsm billed on this disharge|N|
06585614602|6585614602||SOCAMOUSSON||4852122|16|Associate with DP |no wsm billed on this disharge|N|
06585614602|6585614602||SCHLUMBERGER||8040696|16|Associate with DP |no wsm billed on this disharge|N|
06585623201|6585623201|13|KENTMETERS||14MA343705|16|Matched on Serial Number (14MA343705)|acc closed as at 01.04.16|Y|
06585623202|6585623202||KENTMETERS||14MA343705|16|Associate with DP |acc closed as at 01.04.16|N|
06585625601|6585625601||ACTARIS||11088838|16|Associate with DP |no water supply meter in calc|N|
06585625601|6585625601||SCHLUMBERGER||06714962|16|Associate with DP |no water supply meter in calc|N|
06592822101|6592822101||UNKNOWN||07AC126022|16|Associate with DP ||N|
07008000201|7008000201|1|ACTARIS||11XH043647|16|Matched on Serial Number (11XH043647)||Y|
07008106501|7008106501|1|ACTARIS||11148927|16|Matched on Serial Number (11148927)||Y|
07008106501|7008106501|2|SCHLUMBERGER||08197991|16|inferred leading zero||Y|
07008106501|7008106501|3|KENTMETERS||10057056|16|Matched on Serial Number (10057056)||Y|
07008116701|7008116701||ACTARIS||15KE054261|16|Associate with DP |no water supply meter in calc|N|
07008516001|7008516001|3|SCHLUMBERGER||11XF127192|16|Matched on Serial Number (11XF127192)||Y|
07008516001|7008516001|4|SCHLUMBERGER||13KE131202|16|Match on Serial Number (13KE131202)||Y|
07008516002|7008516002||SCHLUMBERGER||13KE131202|16|Associate with DP ||N|
07023000201|7023000201||KENTMETERS||97538990|16|Associate with DP |no water supply meter in calc|N|
07023000202|7023000202||ACTARIS||16JE009441|16|Associate with DP |no water supply meter in calc|N|
07026521001|7026521001||PONTAMOUSSON||04762096|16|inferred leading zero||Y|
07138215901|7138215901||KENTMETERS||00012575.|16|Associate with DP |no water supply meter in calc|N|
07138215901|7138215901||KENTMETERS||99824135|16|Associate with DP |no water supply meter in calc|N|
07204424701|7204424701|3|PONTAMOUSSON||04717675|16|Match on Serial Number (04717675)||Y|
07204424701|7204424701|4|SCHLUMBERGER||15BU059325|16|Matched on Serial Number (15BU059325)||Y|
07204424701|7204424701|5|PONTAMOUSSON||04717678|16|Match on Serial Number (04717678)||Y|
07204424701|7204424701|6|KENTMETERS||98115478|16|Matched on Serial Number (98115478)||Y|
07204424701|7204424701|7|KENTMETERS||98115404|16|Matched on Serial Number (98115404)||Y|
07207320101|7207320101|1|ACTARIS||14JB035708.|16|inferred on sn||Y|
07207320101|7207320101|2|ACTARIS||14JB021649|16|Matched on Serial Number (14JB021649)||Y|
07207320101|7207320101|3|SCHLUMBERGER||07103112|16|inferred leading zero||Y|
07207325201|7207325201|1|ACTARIS||12KC061321|16|Matched on Serial Number (12KC061321)||Y|
07207325201|7207325201|2|ACTARIS||12JB017546|16|Matched on Serial Number (12JB017546)||Y|
07207328501|7207328501|1|KENTMETERS||97236409|16|matched on sn||Y|
07207328501|7207328501|2|KENTMETERS||96531844|16|matched on sn||Y|
07207332401|7207332401|1|KENTMETERS||99812818|16|Matched on Serial Number (99812818)||Y|
07207332801|7207332801||ACTARIS||14KC096433|16|Associate with dpid for te|no water supply meter in calc|N|
07210409001|7210409001|2|KENTMETERS||97549021|16|Matched on Serial Number (97549021)||Y|
07210422501|7210422501|1|ACTARIS||14MA213995|16|Matched on Serial Number (14MA213995)||Y|
07210422501|7210422501|2|FUSION||03355793A|16|inferred on sn||Y|
07210427201|7210427201|2|ACTARIS||11018672|16|Match on Serial Number (11018672)||Y|
08065006302|8065006302||ACTARIS||12KD124051|16|Associate with DPID||N|
08065651701|8065651701|1|KENTMETERS||03152817|16|inferred leading zero||Y|
08065651701|8065651701|2|KENTMETERS||96531617|16|Match on Serial Number (96531617)||Y|
08065651702|8065651702||KENTMETERS||96531617|16|associate with DPID|no wsm billed on this disharge|N|
08065651702|8065651702||KENTMETERS||3152817|16|associate with DPID|no wsm billed on this disharge|N|
08065651703|8065651703||KENTMETERS||3152817|16|associate with DPID|no wsm billed on this disharge|N|
08065651703|8065651703||KENTMETERS||96531617|16|associate with DPID|no wsm billed on this disharge|N|
08065651707|8065651707||KENTMETERS||3152817|16|associate with DPID|no wsm billed on this disharge|N|
08065651707|8065651707||KENTMETERS||96531617|16|associate with DPID|no wsm billed on this disharge|N|
08072723901|8072723901|1|SCHLUMBERGER||09233717|16|inferred leading zero||Y|
08072723901|8072723901|2|ACTARIS||12KC018899|16|Matched on Serial Number (12KC018899)||Y|
09025023301|9025023301|1|SCHLUMBERGER||16XH028103|16|Inferred second meter||Y|
09025023301|9025023301|2|SCHLUMBERGER||16XF082266|16|Matched on Serial Number (16XF082266)|period 17|Y|
09025023304|9025023304||SCHLUMBERGER||16XF082266|16|associate with DPID|no wsm billed on this disharge|N|
09025023304|9025023304||SCHLUMBERGER||16XH028103|16|associate with DPID|no wsm billed on this disharge|N|
09025025208|9025025208|3|SCHLUMBERGER||15XF120386A|16|Matched on Serial Number (15XF120386A)||Y|
09025025209|9025025209||SCHLUMBERGER||15XF120386A|16|associate with DPID|no wsm billed on this disharge|N|
09025028102|9025028102|1|SCHLUMBERGER||15XH022622|16|Matched on Serial Number (15XH022622)||Y|
09025028106|9025028106||SCHLUMBERGER||15XH022622|16|associate with DPID|no wsm billed on this disharge|N|
09025032401|9025032401|1|KENTMETERS||97852558|16|Matched on Serial Number (97852558)||Y|
09025032401|9025032401|2|KENTMETERS||96001423|16|Matched on Serial Number (96001423)||Y|
09025038002|9025038002||SOCAMOUSSON||02201387|16|inferred leading zero||Y|
09025039601|9025039601|2|ACTARIS||13MA259666|16|Matched on Serial Number (13MA259666)||Y|
09025041401|9025041401|1|KENTMETERS||09330330|16|inferred leading zero||Y|
09025041401|9025041401|2|KENTMETERS||97028069|16|Matched on Serial Number (97028069)||Y|
09025041601|9025041601||KENTMETERS||84600667|16|associate with DPID for TE||N|
09025041601|9025041601||KENTMETERS||84601719|16|associate with DPID for TE||N|
09025041601|9025041601||SCHLUMBERGER||11XI065198|16|associate with DPID for TE||N|
09025041601|9025041601||ACTARIS||14KE014697|16|associate with DPID for TE||N|
09025041701|9025041701|1|KENTMETERS||99824388|16|Matched on Serial Number (99824388)||Y|
09025041702|9025041702||KENTMETERS||99824388|16|associate with DPID for TE|no wsm billed on this disharge|N|
09025042602|9025042602|1|SCHLUMBERGER||09229891.|16|inferred on sn||Y|
09025043701|9025043701|1|PONTAMOUSSON||96001291|16|matched on sn||Y|
09025043701|9025043701|2|SOCAMOUSSON||99210956|16|matched on sn||Y|
09025045201|9025045201|1|KENTMETERS||85103741|16|Matched on Serial Number (85103741)||Y|
09025045201|9025045201|2|ACTARIS||16MA164398|16|Inferred second meter|msn 04107693 exch on 29.07.16|Y|
09025057201|9025057201||SCHLUMBERGER||04004943|16|inferred leading zero||Y|
09025058201|9025058201|1|KENTMETERS||97229101|16|Match on Serial Number (97229101)||Y|
09025058401|9025058401||SCHLUMBERGER||07011041|16|associate with DPID for DA|no water supply meter in calc|N|
09025058401|9025058401||SCHLUMBERGER||11065515|16|associate with DPID for DA|no water supply meter in calc|N|
09025058601|9025058601||SCHLUMBERGER||09109040|16|inferred leading zero||Y|
09025058701|9025058701|3|ACTARIS||13KD112653|16|Matched on Serial Number (13KD112653)||Y|
09025058801|9025058801|1|KENTMETERS||06712095|16|inferred leading zero||Y|
09025060201|9025060201||SCHLUMBERGER||04013358|16|inferred leading zero||Y|
09025983101|9025983101|4|SCHLUMBERGER||15XH022619|16|Matched on Serial Number (15XH022619)||Y|
09025991901|9025991901|3|ACTARIS||13BU075567|16|Matched on Serial Number (13BU075567)||Y|
09025991902|9025991902|4|SCHLUMBERGER||13BU060330|16|Matched on Serial Number (13BU060330)||Y|
09025993101|9025993101|1|ACTARIS||14KD024820|16|Matched on Serial Number (14KD024820)||Y|
09025993701|9025993701|1|PONTAMOUSSON||02055011|16|inferred leading zero|acc closed 30.3.15|Y|
09025993701|9025993701|1|KENTMETERS||84046654|16|Matched on Serial Number (84046654)||Y|
09058004203|9058004203|2|ACTARIS||14KC138154|16|Matched on Serial Number (14KC138154)||Y|
09058004203|9058004203|3|SCHLUMBERGER||15JC027278|16|Matched on Serial Number (15JC027278)||Y|
09058008601|9058008601|3|SCHLUMBERGER||07014430|16|Match on Serial Number (07014430)||Y|
09058008601|9058008601|4|SMARTMETER||07010989|16|Match on Serial Number (07010989)||Y|
09058008602|9058008602||SMARTMETER||07010989|16|associate with dpid||N|
09058009101|9058009101|1|KENTMETERS||96001491|16|Matched on Serial Number (96001491)||Y|
09058009101|9058009101|2|ACTARIS||12JB018072|16|Matched on Serial Number (12JB018072)||Y|
09058009102|9058009102||ACTARIS||12JB018072|16|associate with dpid for te|no msn billed on this discharge|N|
09058009102|9058009102||KENTMETERS||96001491|16|associate with dpid for te|no msn billed on this discharge|N|
09058009701|9058009701|1|SCHLUMBERGER||08393164|16|inferred leading zero||Y|
09058009701|9058009701|4|ACTARIS||10KC085061|16|Match on Serial Number (10KC085061)||Y|
09058009701|9058009701||ACTARIS||13JB057411|16|associate with dpid (in period 17)||N|
09058051601|9058051601|1|ACTARIS||15KE054262|16|Matched on Serial Number (15KE054262)||Y|
09101002801|9101002801|5|SCHLUMBERGER||15XF120387|16|Matched on Serial Number (15XF120387)||Y|
10102026800|10102026800|5|KENTMETERS||98001499|16|Matched on Serial Number (98001499)||Y|
10102026800|10102026800|6|SCHLUMBERGER||06014084|16|inferred leading zero||Y|
10102026800|10102026800|7|SCHLUMBERGER||16XF027463|16|Matched on Serial Number (16XF027463)|16XF027463|Y|
10102029300|10102029300|1|KENTMETERS||0801010X|16|Match on Serial Number (0801010X)||Y|
10102032700|10102032700||SCHLUMBERGER||16XF027463|16|associate with dpid||N|
10102035100|10102035100|1|UNKNOWN||110102716|16|Matched on Serial Number (110102716)||Y|
10102035100|10102035100|8|ACTARIS||15JE119777|16|Matched on Serial Number (15JE119777)||Y|
10102043500|10102043500|1|SCHLUMBERGER||04812115|16|inferred on sn||Y|
10102043500|10102043500|2|KENTMETERS||990130501|16|Match on Serial Number (990130501)||Y|
10102043500|10102043500|3|KENTMETERS||99098938|16|Match on Serial Number (99098938)||Y|
10102095501|10102095501|1|KENTMETERS||96000190|16|Matched on Serial Number (96000190)|meter showng as removed from target|Y|
10102097501|10102097501|1|KENTMETERS||03229808|16|inferred on sn||Y|
10102097701|10102097701|1|SCHLUMBERGER||13XF072424|16|Matched on Serial Number (13XF072424)||Y|
10102098501|10102098501|1|SCHLUMBERGER||08071343.|16|inferred on sn||Y|
10102098801|10102098801|1|SCHLUMBERGER||01000208A|16|Matched on Serial number|WSL acc|Y|
10102100501|10102100501|1|KENTMETERS||81142191|16|Matched on Serial Number (81142191)||Y|
10102101301|10102101301|1|UNKNOWN||38045606A|16|Matched on Serial Number (38045606A)||Y|
10102101401|10102101401|1|SCHLUMBERGER||07130731|16|inferred leading zero||Y|
10102101601|10102101601||SCHLUMBERGER||10QL02306||Associate to DPID|no msn billed on this discharge ||
10102101901|10102101901|6|SCHLUMBERGER||14KE031729|16|Matched on Serial Number (14KE031729)||Y|
10102103801|10102103801|2|KENTMETERS||10288308|16|Matched on Serial Number (10288308)||Y|
10102104301|10102104301|1|SCHLUMBERGER||12BU050379|16|Matched on Serial Number (12BU050379)||Y|
10102104301|10102104301|3|SCHLUMBERGER||07HB003396|16|Matched on Serial Number (07HB003396)||Y|
10102106801|10102106801|2|SCHLUMBERGER||01000565|16|inferred leading zero||Y|
10102106801|10102106801|5|ACTARIS||14KD112853|16|Matched on Serial Number (14KD112853)||Y|
10102107301|10102107301||SCHLUMBERGER||08157612|16|associate with DPID|no msn billed on this discharge|N|
10106001801|10106001801|3|KENTMETERS||83177055|16|Matched on Serial Number (83177055)||Y|
10106002201|10106002201|2|SOCAMOUSSON||04650538|16|inferred leading zero||Y|
10202000600|10202000600|1|SCHLUMBERGER||11124382|16|Matched on Serial Number (11124382)||Y|
10202002300|10202002300|4|SCHLUMBERGER||15XF120356|16|Matched on Serial Number (15XF120356)||Y|
10304000801|10304000801||SCHLUMBERGER||14BU069676|16|Associate with DPID |no msn billed on this discharge|N|
10308000100|10308000100|1|SCHLUMBERGER||10QL02306|16|Matched on Serial Number (10QL02306)||Y|
10313000201|10313000201||UNKNOWN||15BU079954|16|Associate with DPID |msn 14BU077277 exch on 02.08.16|N|
10402004000|10402004000|1|KENTMETERS||0800980|16|inferred on sn||Y|
10402004901|10402004901|3|SCHLUMBERGER||03087922|16|inferred on sn|no water supply meter in calc|Y|
10402091001|10402091001|1|ACTARIS||11079807|16|Matched on Serial Number (11079807)||Y|
10409000100|10409000100|1|KENTMETERS||86941611|16|Matched on Serial Number (86941611)||Y|
10502000902|10502000902||ACTARIS||15BU055870|16|Associate with DPID for DA|no water supply meter in calc|N|
10602001200|10602001200||ACTARIS||5JB032426|16|Associate with DPID for DA|no water supply meter in calc|N|
10602001200|10602001200||SCHLUMBERGER||11XL145802|16|Associate with DPID for DA|no water supply meter in calc|N|
10602001200|10602001200||SCHLUMBERGER||02021262|16|Associate with DPID for DA|no water supply meter in calc|N|
10602001200|10602001200||KENTMETERS||84229395|16|Associate with DPID for DA|no water supply meter in calc|N|
10602001600|10602001600|3|SCHLUMBERGER||08061319A|16|inferred on sn||Y|
10602005600|10602005600|||||16|Associate with DPID for DA|no msn billed on this discharge- duplica|N|
